title,movie_rating,run_time,meta_score,imdb_rating,director,writer,actor,genre_name,Year,Predictions_BoxOffice,Predictions_Upcoming,label_boxoffice
Loving Vincent,PG-13,94.0,0.0,7.8,Dorota Kobiela,Dorota Kobiela,Douglas Booth,Animation,2017,1.0,0.0,0.0
Daddy's Home 2,PG-13,100.0,0.0,6.0,Sean Anders,Sean Anders,Will Ferrell,Comedy,2017,1.0,0.0,0.0
Mark Felt: The Man Who Brought Down the White House,PG-13,103.0,0.0,6.4,Peter Landesman,Mark Felt,Liam Neeson,Biography,2017,1.0,0.0,0.0
A Dog's Purpose,PG,100.0,0.0,7.2,Lasse Hallström,W. Bruce Cameron,Josh Gad,Adventure,2017,1.0,0.0,0.0
The Little Hours,R,90.0,0.0,5.8,Jeff Baena,Giovanni Boccaccio,Alison Brie,Comedy,2017,1.0,0.0,0.0
Professor Marston & the Wonder Women,R,108.0,0.0,7.1,Angela Robinson,Angela Robinson,Luke Evans,Biography,2017,1.0,0.0,0.0
A Taxi Driver,Not Rated,137.0,0.0,7.9,Hun Jang,Yu-na Eom,Kang-ho Song,Action,2017,1.0,0.0,0.0
Smurfs: The Lost Village,PG,90.0,0.0,6.0,Kelly Asbury,Stacey Harman,Demi Lovato,Animation,2017,1.0,0.0,0.0
Fist Fight,R,91.0,0.0,5.6,Richie Keen,Van Robichaux,Ice Cube,Comedy,2017,1.0,0.0,0.0
Ghost Stories,Not Rated,98.0,0.0,6.4,Jeremy Dyson,Jeremy Dyson,Samuel Bottomley,Drama,2018,1.0,0.0,0.0
The Bookshop,PG,113.0,0.0,6.5,Isabel Coixet,Isabel Coixet,Emily Mortimer,Drama,2018,1.0,0.0,0.0
Captain Underpants: The First Epic Movie,PG,89.0,0.0,6.2,David Soren,Nicholas Stoller,Kevin Hart,Animation,2017,1.0,0.0,0.0
Journey's End,R,107.0,0.0,6.7,Saul Dibb,Simon Reade,Paul Bettany,Drama,2018,1.0,0.0,0.0
BPM (Beats Per Minute),Not Rated,143.0,0.0,7.4,Robin Campillo,Robin Campillo,Nahuel Pérez Biscayart,Drama,2017,1.0,0.0,0.0
The Villainess,Not Rated,124.0,0.0,6.7,Byung-gil Jung,Byeong-sik Jung,Kim Ok-bin,Action,2017,1.0,0.0,0.0
How to Talk to Girls at Parties,R,102.0,0.0,5.7,John Cameron Mitchell,Philippa Goslett,Elle Fanning,Comedy,2018,1.0,0.0,0.0
Avengers: Infinity War,PG-13,149.0,0.0,8.4,Anthony Russo,Christopher Markus,Robert Downey Jr.,Action,2018,1.0,0.0,0.0
A Simple Favor,R,117.0,0.0,6.8,Paul Feig,Darcey Bell,Anna Kendrick,Comedy,2018,1.0,0.0,0.0
Green Book,PG-13,130.0,0.0,8.2,Peter Farrelly,Nick Vallelonga,Viggo Mortensen,Biography,2018,1.0,0.0,0.0
Crazy Rich Asians,PG-13,120.0,0.0,6.9,Jon M. Chu,Peter Chiarelli,Constance Wu,Comedy,2018,1.0,0.0,0.0
Midnight Sun,PG-13,91.0,0.0,6.6,Scott Speer,Kenji Bando,Bella Thorne,Drama,2018,1.0,0.0,0.0
Under the Silver Lake,R,139.0,0.0,6.5,David Robert Mitchell,David Robert Mitchell,Andrew Garfield,Crime,2019,1.0,0.0,0.0
Annihilation,R,115.0,0.0,6.8,Alex Garland,Alex Garland,Natalie Portman,Adventure,2018,1.0,0.0,0.0
Death Wish,R,107.0,0.0,6.3,Eli Roth,Joe Carnahan,Bruce Willis,Action,2018,1.0,0.0,0.0
Sicario: Day of the Soldado,R,122.0,0.0,7.1,Stefano Sollima,Taylor Sheridan,Benicio Del Toro,Action,2018,1.0,0.0,0.0
Charlie Says,R,110.0,0.0,5.9,Mary Harron,Guinevere Turner,Hannah Murray,Biography,2019,1.0,0.0,0.0
The Commuter,PG-13,104.0,0.0,6.3,Jaume Collet-Serra,Byron Willinger,Liam Neeson,Action,2018,1.0,0.0,0.0
Red Joan,R,101.0,0.0,6.4,Trevor Nunn,Lindsay Shapero,Judi Dench,Biography,2019,1.0,0.0,0.0
Tag,R,100.0,0.0,6.5,Jeff Tomsic,Rob McKittrick,Jeremy Renner,Action,2018,1.0,0.0,0.0
The Hate U Give,PG-13,133.0,0.0,7.5,George Tillman Jr.,Audrey Wells,Amandla Stenberg,Crime,2018,1.0,0.0,0.0
Bad Times at the El Royale,R,141.0,0.0,7.1,Drew Goddard,Drew Goddard,Jeff Bridges,Crime,2018,1.0,0.0,0.0
Fantastic Beasts: The Crimes of Grindelwald,PG-13,134.0,0.0,6.5,David Yates,J.K. Rowling,Eddie Redmayne,Adventure,2018,1.0,0.0,0.0
Hunter Killer,R,121.0,0.0,6.6,Donovan Marsh,Arne Schmidt,Gerard Butler,Action,2018,1.0,0.0,0.0
Mary Poppins Returns,PG,130.0,0.0,6.7,Rob Marshall,P.L. Travers,Emily Blunt,Comedy,2018,1.0,0.0,0.0
Leave No Trace,PG,109.0,0.0,7.2,Debra Granik,Debra Granik,Thomasin McKenzie,Adventure,2018,1.0,0.0,0.0
Bumblebee,PG-13,114.0,0.0,6.7,Travis Knight,Christina Hodson,Hailee Steinfeld,Action,2018,1.0,0.0,0.0
The Spy Who Dumped Me,R,117.0,0.0,6.1,Susanna Fogel,Susanna Fogel,Justin Theroux,Action,2018,1.0,0.0,0.0
The Girl in the Spider's Web,R,115.0,0.0,6.1,Fede Alvarez,David Lagercrantz,Claire Foy,Action,2018,1.0,0.0,0.0
First Man,PG-13,141.0,0.0,7.3,Damien Chazelle,Josh Singer,Ryan Gosling,Biography,2018,1.0,0.0,0.0
Creed II,PG-13,130.0,0.0,7.1,Steven Caple Jr.,Juel Taylor,Michael B. Jordan,Drama,2018,1.0,0.0,0.0
Widows,R,129.0,0.0,6.9,Steve McQueen,Gillian Flynn,Viola Davis,Crime,2018,1.0,0.0,0.0
Peppermint,R,101.0,0.0,6.5,Pierre Morel,Chad St. John,Jennifer Garner,Action,2018,1.0,0.0,0.0
Operation Finale,PG-13,122.0,0.0,6.6,Chris Weitz,Matthew Orton,Oscar Isaac,Biography,2018,1.0,0.0,0.0
American Woman,R,111.0,0.0,6.8,Jake Scott,Brad Ingelsby,Sienna Miller,Drama,2019,1.0,0.0,0.0
Holmes & Watson,PG-13,90.0,0.0,3.8,Etan Cohen,Etan Cohen,Will Ferrell,Comedy,2018,1.0,0.0,0.0
Truth or Dare,PG-13,100.0,0.0,5.2,Jeff Wadlow,Michael Reisz,Lucy Hale,Horror,2018,1.0,0.0,0.0
At Eternity's Gate,PG-13,111.0,0.0,6.9,Julian Schnabel,Jean-Claude Carrière,Willem Dafoe,Biography,2019,1.0,0.0,0.0
Summer of 84,Not Rated,105.0,0.0,6.7,François Simard,Matt Leslie,Graham Verchere,Drama,2018,1.0,0.0,0.0
Hotel Mumbai,R,123.0,0.0,7.6,Anthony Maras,John Collee,Dev Patel,Action,2019,1.0,0.0,0.0
American Animals,R,116.0,0.0,7.0,Bart Layton,Bart Layton,Spencer Reinhard,Biography,2018,1.0,0.0,0.0
The Miseducation of Cameron Post,Not Rated,91.0,0.0,6.6,Desiree Akhavan,Desiree Akhavan,Chloë Grace Moretz,Drama,2018,1.0,0.0,0.0
"Don't Worry, He Won't Get Far on Foot",R,114.0,0.0,6.9,Gus Van Sant,John Callahan,Joaquin Phoenix,Biography,2018,1.0,0.0,0.0
Johnny English Strikes Again,PG,89.0,0.0,6.2,David Kerr,William Davies,Rowan Atkinson,Action,2018,1.0,0.0,0.0
Wildlife,PG-13,105.0,0.0,6.8,Paul Dano,Paul Dano,Ed Oxenbould,Drama,2019,1.0,0.0,0.0
On the Basis of Sex,PG-13,120.0,0.0,7.1,Mimi Leder,Daniel Stiepleman,Felicity Jones,Biography,2019,1.0,0.0,0.0
Border,R,110.0,0.0,7.0,Ali Abbasi,John Ajvide Lindqvist,Eva Melander,Crime,2018,1.0,0.0,0.0
Lords of Chaos,R,118.0,0.0,6.6,Jonas Åkerlund,Dennis Magnusson,Rory Culkin,Biography,2019,1.0,0.0,0.0
Wild Rose,R,101.0,0.0,7.2,Tom Harper,Nicole Taylor,Jessie Buckley,Comedy,2019,1.0,0.0,0.0
The Possession of Hannah Grace,R,86.0,0.0,5.2,Diederik Van Rooijen,Brian Sieve,Shay Mitchell,Horror,2018,1.0,0.0,0.0
If Beale Street Could Talk,R,119.0,0.0,7.1,Barry Jenkins,Barry Jenkins,KiKi Layne,Drama,2018,1.0,0.0,0.0
Action Point,R,85.0,0.0,5.1,Tim Kirkby,John Altschuler,Johnny Knoxville,Comedy,2018,1.0,0.0,0.0
Never Look Away,R,189.0,0.0,7.7,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck,Tom Schilling,Biography,2018,1.0,0.0,0.0
Padmaavat,Not Rated,164.0,0.0,7.0,Sanjay Leela Bhansali,Prakash Kapadia,Deepika Padukone,Drama,2018,1.0,0.0,0.0
The Hummingbird Project,R,111.0,0.0,6.2,Kim Nguyen,Kim Nguyen,Jesse Eisenberg,Drama,2019,1.0,0.0,0.0
Kin,PG-13,102.0,0.0,5.8,Jonathan Baker,Jonathan Baker,Myles Truitt,Action,2018,1.0,0.0,0.0
The Quake,PG-13,106.0,0.0,6.2,John Andreas Andersen,John Kåre Raake,Kristoffer Joner,Action,2018,1.0,0.0,0.0
Spider-Man: Far from Home,PG-13,129.0,0.0,7.5,Jon Watts,Chris McKenna,Tom Holland,Action,2019,1.0,0.0,0.0
It Chapter Two,R,169.0,0.0,6.5,Andy Muschietti,Stephen King,Jessica Chastain,Drama,2019,1.0,0.0,0.0
Us,R,116.0,0.0,6.8,Jordan Peele,Jordan Peele,Lupita Nyong'o,Horror,2019,1.0,0.0,0.0
Ready or Not,R,95.0,0.0,6.9,Matt Bettinelli-Olpin,Guy Busick,Samara Weaving,Action,2019,1.0,0.0,0.0
Terminator: Dark Fate,R,128.0,0.0,6.2,Tim Miller,David S. Goyer,Linda Hamilton,Action,2019,1.0,0.0,0.0
Downton Abbey,PG,122.0,0.0,7.4,Michael Engler,Julian Fellowes,Stephen Campbell Moore,Drama,2019,1.0,0.0,0.0
Gemini Man,PG-13,117.0,0.0,5.7,Ang Lee,David Benioff,Will Smith,Action,2019,1.0,0.0,0.0
Godzilla: King of the Monsters,PG-13,132.0,0.0,6.0,Michael Dougherty,Michael Dougherty,Kyle Chandler,Action,2019,1.0,0.0,0.0
Hustlers,R,110.0,0.0,6.3,Lorene Scafaria,Lorene Scafaria,Constance Wu,Comedy,2019,1.0,0.0,0.0
Zombieland: Double Tap,R,99.0,0.0,6.7,Ruben Fleischer,Rhett Reese,Woody Harrelson,Action,2019,1.0,0.0,0.0
Brightburn,R,90.0,0.0,6.1,David Yarovesky,Brian Gunn,Elizabeth Banks,Drama,2019,1.0,0.0,0.0
Ma,R,99.0,0.0,5.6,Tate Taylor,Scotty Landes,Octavia Spencer,Horror,2019,1.0,0.0,0.0
Crawl,R,87.0,0.0,6.1,Alexandre Aja,Michael Rasmussen,Kaya Scodelario,Action,2019,1.0,0.0,0.0
A Beautiful Day in the Neighborhood,PG,109.0,0.0,7.3,Marielle Heller,Micah Fitzerman-Blue,Tom Hanks,Biography,2019,1.0,0.0,0.0
How to Train Your Dragon: The Hidden World,PG,104.0,0.0,7.5,Dean DeBlois,Dean DeBlois,Jay Baruchel,Animation,2019,1.0,0.0,0.0
Pokémon Detective Pikachu,PG,104.0,0.0,6.6,Rob Letterman,Dan Hernandez,Ryan Reynolds,Action,2019,1.0,0.0,0.0
Maleficent: Mistress of Evil,PG,119.0,0.0,6.6,Joachim Rønning,Linda Woolverton,Angelina Jolie,Adventure,2019,1.0,0.0,0.0
The Secret Life of Pets 2,PG,86.0,0.0,6.5,Chris Renaud,Brian Lynch,Patton Oswalt,Animation,2019,1.0,0.0,0.0
The Intruder,PG-13,102.0,0.0,5.6,Deon Taylor,David Loughery,Michael Ealy,Thriller,2019,1.0,0.0,0.0
The Art of Self-Defense,R,104.0,0.0,6.6,Riley Stearns,Riley Stearns,Jesse Eisenberg,Action,2019,1.0,0.0,0.0
Sword of Trust,R,88.0,0.0,6.3,Lynn Shelton,Lynn Shelton,Marc Maron,Comedy,2019,1.0,0.0,0.0
The Souvenir,R,120.0,0.0,6.4,Joanna Hogg,Joanna Hogg,Neil Young,Drama,2019,1.0,0.0,0.0
The Beach Bum,R,95.0,0.0,5.5,Harmony Korine,Harmony Korine,Matthew McConaughey,Comedy,2019,1.0,0.0,0.0
Can You Keep a Secret?,Not Rated,94.0,0.0,5.3,Elise Durán,Peter Hutchings,Alexandra Daddario,Comedy,2019,1.0,0.0,0.0
The Art of Racing in the Rain,PG,109.0,0.0,7.6,Simon Curtis,Mark Bomback,Kevin Costner,Comedy,2019,1.0,0.0,0.0
Ip Man 4: The Finale,Not Rated,107.0,0.0,7.0,Wilson Yip,Edmond Wong,Donnie Yen,Action,2019,1.0,0.0,0.0
Miss Bala,PG-13,104.0,0.0,5.8,Catherine Hardwicke,Gareth Dunnet-Alcocer,Gina Rodriguez,Action,2019,1.0,0.0,0.0
The Fanatic,R,88.0,0.0,4.1,Fred Durst,Fred Durst,John Travolta,Crime,2019,1.0,0.0,0.0
Breakthrough,PG,116.0,0.0,6.3,Roxann Dawson,Joyce Smith,Marcel Ruiz,Biography,2019,1.0,0.0,0.0
Little,PG-13,109.0,0.0,5.5,Tina Gordon,Tracy Oliver,Regina Hall,Comedy,2019,1.0,0.0,0.0
Ne Zha,Not Rated,110.0,0.0,7.5,Yu Yang,Yu Yang,Yanting Lü,Animation,2019,1.0,0.0,0.0
Sonchiriya,Not Rated,143.0,0.0,8.1,Abhishek Chaubey,Sudip Sharma,Sushant Singh Rajput,Action,2019,1.0,0.0,0.0
Saaho,Not Rated,170.0,0.0,5.2,Sujeeth,Sujeeth,Prabhas,Action,2019,1.0,0.0,0.0
Exit,Not Rated,103.0,0.0,7.0,Sang-Geun Lee,Sang-Geun Lee,Jo Jung-Suk,Action,2019,1.0,0.0,0.0
Unplanned,R,109.0,0.0,5.8,Chuck Konzelman,Abby Johnson,Ashley Bratcher,Biography,2019,1.0,0.0,0.0
Student of the Year 2,Not Rated,146.0,0.0,2.2,Punit Malhotra,Arshad Sayed,Tiger Shroff,Action,2019,1.0,0.0,0.0
Bennett's War,PG-13,94.0,0.0,5.9,Alex Ranarivelo,Alex Ranarivelo,Michael Roark,Sport,2019,1.0,0.0,0.0
Code Geass: Lelouch of the Re;Surrection,Not Rated,112.0,0.0,7.4,Gorô Taniguchi,Gorô Taniguchi,Jun Fukuyama,Animation,2019,1.0,0.0,0.0
Before You Know It,Not Rated,98.0,0.0,5.1,Hannah Pearl Utt,Jen Tullock,Hannah Pearl Utt,Comedy,2019,1.0,0.0,0.0
Photograph,PG-13,110.0,0.0,6.9,Ritesh Batra,Ritesh Batra,Nawazuddin Siddiqui,Drama,2019,1.0,0.0,0.0
Body at Brighton Rock,R,87.0,0.0,4.8,Roxanne Benjamin,Roxanne Benjamin,Karina Fontes,Horror,2019,1.0,0.0,0.0
The Bravest,PG-13,118.0,0.0,5.6,Tony Chan,Chao Wang,Xiaoming Huang,Action,2019,1.0,0.0,0.0
42nd Street: The Musical,Not Rated,155.0,0.0,7.9,Mark Bramble,Mark Bramble,Bonnie Langford,Musical,2019,1.0,0.0,0.0
High on the Hog,R,85.0,0.0,3.5,Tony Wash,Andy Golub,Sid Haig,Action,2019,1.0,0.0,0.0
The Fighting Preacher,PG,100.0,0.0,5.9,T.C. Christensen,T.C. Christensen,David McConnell,Comedy,2019,1.0,0.0,0.0
The Least of These: The Graham Staines Story,PG-13,112.0,0.0,6.4,Aneesh Daniel,Andrew E. Matthews,Sharman Joshi,Drama,2019,1.0,0.0,0.0
Sonic the Hedgehog,PG,99.0,0.0,6.5,Jeff Fowler,Pat Casey,Ben Schwartz,Action,2020,1.0,0.0,0.0
Dolittle,PG,101.0,0.0,5.6,Stephen Gaghan,Stephen Gaghan,Robert Downey Jr.,Adventure,2020,1.0,0.0,0.0
The Call of the Wild,PG,100.0,0.0,6.8,Chris Sanders,Michael Green,Harrison Ford,Adventure,2020,1.0,0.0,0.0
Black Wall Street Burning,R,78.0,0.0,6.6,Marcus Brown,Dekoven Riggins,Dan Belcher,Drama,2020,1.0,0.0,0.0
Ghostbusters: Afterlife,PG-13,124.0,45.0,7.2,Jason Reitman,Jason Reitman,Paul Rudd,Adventure,2021,1.0,0.0,0.0
Free Guy,PG-13,115.0,62.0,7.2,Shawn Levy,Zak Penn,Taika Waititi,Action,2021,1.0,0.0,0.0
Halloween Kills,R,105.0,42.0,5.6,David Gordon Green,Scott Teems,Judy Greer,Horror,2021,1.0,0.0,0.0
The Boss Baby: Family Business,PG,107.0,39.0,5.9,Tom McGrath,Tom McGrath,James Marsden,Animation,2021,1.0,0.0,0.0
PAW Patrol: The Movie,G,86.0,50.0,6.2,Cal Brunker,Cal Brunker,Will Brisbin,Animation,2021,1.0,0.0,0.0
West Side Story,PG-13,156.0,85.0,7.8,Steven Spielberg,Tony Kushner,Rachel Zegler,Crime,2021,1.0,0.0,0.0
The Matrix Resurrections,R,148.0,63.0,5.7,Lana Wachowski,Lana Wachowski,Yahya Abdul-Mateen II,Action,2021,1.0,0.0,0.0
Escape Room: Tournament of Champions,PG-13,88.0,48.0,5.8,Adam Robitel,Will Honley,Taylor Russell,Action,2021,1.0,0.0,0.0
Respect,PG-13,145.0,61.0,6.6,Liesl Tommy,Tracey Scott Wilson,Marlon Wayans,Biography,2021,1.0,0.0,0.0
The Green Knight,R,130.0,85.0,6.6,David Lowery,David Lowery,Joel Edgerton,Adventure,2021,1.0,0.0,0.0
Resident Evil: Welcome to Raccoon City,R,107.0,44.0,5.2,Johannes Roberts,Johannes Roberts,Robbie Amell,Action,2021,1.0,0.0,0.0
Licorice Pizza,R,133.0,90.0,7.8,Paul Thomas Anderson,Paul Thomas Anderson,Sean Penn,Comedy,2021,1.0,0.0,0.0
The Little Things,R,128.0,54.0,6.3,John Lee Hancock,John Lee Hancock,Rami Malek,Crime,2021,1.0,0.0,0.0
Dear Evan Hansen,PG-13,137.0,39.0,6.1,Stephen Chbosky,Steven Levenson,Kaitlyn Dever,Drama,2021,1.0,0.0,0.0
Malignant,R,111.0,51.0,6.3,James Wan,James Wan,Maddie Hasson,Crime,2021,1.0,0.0,0.0
The Last Duel,R,152.0,67.0,7.4,Ridley Scott,Nicole Holofcener,Matt Damon,Action,2021,1.0,0.0,0.0
Antlers,R,99.0,57.0,5.9,Scott Cooper,Scott Cooper,Keri Russell,Drama,2021,1.0,0.0,0.0
Last Night in Soho,R,116.0,65.0,7.2,Edgar Wright,Krysty Wilson-Cairns,Thomasin McKenzie,Drama,2021,1.0,0.0,0.0
Judas and the Black Messiah,R,126.0,85.0,7.5,Shaka King,Will Berson,LaKeith Stanfield,Biography,2021,1.0,0.0,0.0
Separation,R,107.0,0.0,4.7,William Brent Bell,Nick Amadeus,Violet McGraw,Horror,2021,1.0,0.0,0.0
Here Today,PG-13,117.0,40.0,6.7,Billy Crystal,Billy Crystal,Dierdre Friel,Comedy,2021,1.0,0.0,0.0
Lamb,R,106.0,68.0,6.3,Valdimar Jóhannsson,Valdimar Jóhannsson,Noomi Rapace,Drama,2021,1.0,0.0,0.0
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",PG-13,118.0,96.0,8.1,Questlove,0,Dorinda Drake,Documentary,2021,1.0,0.0,0.0
Red Rocket,R,130.0,75.0,7.4,Sean Baker,Sean Baker,Suzanna Son,Comedy,2021,1.0,0.0,0.0
True to the Game 3,R,98.0,0.0,4.8,David Wolfgang,Jeff Robertson,Starletta DuPois,Romance,2021,1.0,0.0,0.0
Blue Bayou,R,117.0,58.0,7.1,Justin Chon,Justin Chon,Mark O'Brien,Drama,2021,1.0,0.0,0.0
Julia,PG-13,95.0,71.0,7.6,Julie Cohen,0,Julia Child,Documentary,2022,1.0,0.0,0.0
Becoming Cousteau,PG-13,94.0,74.0,7.1,Liz Garbus,Pax Wassermann,Vincent Cassel,Documentary,2021,1.0,0.0,0.0
Mass,PG-13,111.0,81.0,7.7,Fran Kranz,Fran Kranz,Martha Plimpton,Drama,2021,1.0,0.0,0.0
Walking with Herb,PG,110.0,0.0,5.1,Ross Kagan Marks,Mark Medoff,Kathleen Quinlan,Comedy,2021,1.0,0.0,0.0
Small Engine Repair,R,102.0,57.0,6.6,John Pollono,John Pollono,Shea Whigham,Comedy,2021,1.0,0.0,0.0
The Loneliest Whale: The Search for 52,PG,96.0,69.0,6.6,Joshua Zeman,Lisa Schiller,Joshua Zeman,Documentary,2021,1.0,0.0,0.0
Tango Shalom,PG-13,115.0,0.0,6.4,Gabriel Bologna,Joseph Bologna,Renée Taylor,Comedy,2021,1.0,0.0,0.0
The Souvenir: Part II,R,107.0,90.0,7.7,Joanna Hogg,Joanna Hogg,Tilda Swinton,Drama,2022,1.0,0.0,0.0
Memoria,PG,136.0,91.0,6.7,Apichatpong Weerasethakul,Apichatpong Weerasethakul,Tilda Swinton,Drama,2021,1.0,0.0,0.0
France,Unrated,133.0,57.0,5.9,Bruno Dumont,Bruno Dumont,Léa Seydoux,Comedy,2021,1.0,0.0,0.0
"All Light, Everywhere",Unrated,105.0,76.0,6.9,Theo Anthony,0,Theo Anthony,Documentary,2021,1.0,0.0,0.0
The Beta Test,Unrated,93.0,72.0,6.1,PJ McCabe,PJ McCabe,Virginia Newcomb,Comedy,2021,1.0,0.0,0.0
The Laws of the Universe: The Age of Elohim,PG,119.0,0.0,0.0,Isamu Imakake,Sayaka Okawa,Satomi Arai,Animation,2021,1.0,0.0,0.0
Secret Agent Dingledorf and His Trusty Dog Splat,PG,89.0,0.0,5.0,Billy Dickson,Bill Myers,Zackary Arthur,Comedy,2021,1.0,0.0,0.0
We Need to Do Something,Unrated,97.0,48.0,4.5,Sean King O'Grady,Max Booth III,Vinessa Shaw,Horror,2021,1.0,0.0,0.0
Uncharted,PG-13,116.0,42.0,6.9,Ruben Fleischer,Rafe Judkins,Tom Holland,Action,2022,1.0,0.0,0.0
Moonfall,PG-13,130.0,41.0,5.3,Roland Emmerich,Spenser Cohen,Patrick Wilson,Action,2022,1.0,0.0,0.0
Marry Me,PG-13,112.0,50.0,6.2,Kat Coiro,Tami Sagher,Owen Wilson,Comedy,2022,1.0,0.0,0.0
The Tiger Rising,PG,102.0,33.0,5.8,Ray Giarratana,Ray Giarratana,Queen Latifah,Family,2022,1.0,0.0,0.0
A Day to Die,0,0.0,0.0,0.0,Wes Miller,Scott Mallace,Kevin Dillon,Action,1970,0.0,1.0,0.0
He Was Asking for It: A Noir Film,0,0.0,0.0,0.0,Rocky Karlage,Staci Layne Wilson,Rocky Karlage,Action,2022,0.0,1.0,0.0
Tyson's Run,PG,103.0,0.0,0.0,Kim Bass,Kim Bass,Major Dodson,Action,2022,0.0,1.0,0.0
X,R,0.0,0.0,0.0,Ti West,Ti West,Mia Goth,Action,2022,0.0,1.0,0.0
Operation Fortune: Ruse de guerre,0,0.0,0.0,0.0,Guy Ritchie,Marn Davies,Josh Hartnett,Action,2022,0.0,1.0,0.0
The Outfit,R,105.0,0.0,0.0,Graham Moore,Johnathan McClain,Zoey Deutch,Action,2022,0.0,1.0,0.0
Cheaper by the Dozen,PG,0.0,0.0,0.0,Gail Lerner,Kenya Barris,Zach Braff,Action,2022,0.0,1.0,0.0
Alice,0,100.0,54.0,5.3,Krystin Ver Linden,Krystin Ver Linden,Keke Palmer,Animation,2022,0.0,1.0,0.0
The Unbreakable Boy,PG,0.0,0.0,0.0,Jon Gunn,Jon Gunn,Zachary Levi,Adventure,2022,0.0,1.0,0.0
Umma,0,0.0,0.0,0.0,Iris K. Shim,Iris K. Shim,Sandra Oh,Action,2022,0.0,1.0,0.0
The Lost City,0,92.0,0.0,0.0,Adam Nee,Oren Uziel,Sandra Bullock,Action,2022,0.0,1.0,0.0
The Duke of Marylebone,0,100.0,0.0,0.0,Mitch Riverman,Mitch Riverman,Ninette Finch,Action,2022,0.0,1.0,0.0
Everything Everywhere All at Once,R,140.0,0.0,0.0,Daniel Scheinert,Daniel Scheinert,Michelle Yeoh,Action,2022,0.0,1.0,0.0
Morbius,PG-13,108.0,0.0,0.0,Daniel Espinosa,Roy Thomas,Michael Keaton,Animation,2022,0.0,1.0,0.0
The Contractor,R,0.0,0.0,0.0,Tarik Saleh,J.P. Davis,Gillian Jacobs,Horror,2022,0.0,1.0,0.0
You Won't Be Alone,R,108.0,75.0,6.8,Goran Stolevski,Goran Stolevski,Noomi Rapace,Adventure,2022,0.0,1.0,0.0
Iris Warriors,0,80.0,0.0,5.1,Roydon Turner,Roydon Turner,Sven-Eric Muller,Animation,2022,0.0,1.0,0.0
Sonic the Hedgehog 2,0,0.0,0.0,0.0,Jeff Fowler,Pat Casey,Idris Elba,Horror,2022,0.0,1.0,0.0
Ambulance,R,0.0,0.0,0.0,Michael Bay,Laurits Munch-Petersen,Jake Gyllenhaal,Horror,2022,0.0,1.0,0.0
The Cow Who Sang a Song Into the Future,0,98.0,0.0,7.0,Francisca Alegria,Manuela Infante,Mía Maestro,Animation,2022,0.0,1.0,0.0
Father Stu,R,0.0,0.0,0.0,Rosalind Ross,Rosalind Ross,Mel Gibson,Animation,2022,0.0,1.0,0.0
Fantastic Beasts: The Secrets of Dumbledore,0,0.0,0.0,0.0,David Yates,Steve Kloves,Mads Mikkelsen,Action,2022,0.0,1.0,0.0
The Bad Guys,PG,0.0,0.0,0.0,Pierre Perifel,Hilary Winston,Sam Rockwell,Animation,2022,0.0,1.0,0.0
The Northman,0,0.0,0.0,0.0,Robert Eggers,Sjón,Nicole Kidman,Crime,2022,0.0,1.0,0.0
The Unbearable Weight of Massive Talent,0,0.0,0.0,0.0,Tom Gormican,Tom Gormican,Pedro Pascal,Adventure,2022,0.0,1.0,0.0
Hatching,0,86.0,75.0,7.1,Hanna Bergholm,Ilja Rautsi,Sophia Heikkilä,Drama,2022,0.0,1.0,0.0
The Vortex Voices,0,99.0,0.0,0.0,Michael Jason Allen,Michael Jason Allen,Mariya Tensina,Animation,2022,0.0,1.0,0.0
Firebird,0,0.0,0.0,0.0,0,0,0,Action,1970,0.0,1.0,0.0
Memory,R,0.0,0.0,0.0,Martin Campbell,Jef Geeraerts,Ray Stevenson,Action,2022,0.0,1.0,0.0
Doctor Strange in the Multiverse of Madness,0,0.0,0.0,0.0,Sam Raimi,Steve Ditko,Rachel McAdams,Animation,2022,0.0,1.0,0.0
What's Happening ... Refugees,0,0.0,0.0,0.0,Ted Kamp,0,0,Animation,1970,0.0,1.0,0.0
The Twin,0,0.0,0.0,0.0,Taneli Mustonen,Taneli Mustonen,Teresa Palmer,Crime,2022,0.0,1.0,0.0
Firestarter,R,0.0,0.0,0.0,Keith Thomas,Stephen King,Zac Efron,Action,1970,0.0,1.0,0.0
Downton Abbey: A New Era,PG,0.0,0.0,0.0,Simon Curtis,Julian Fellowes,Michelle Dockery,Action,2022,0.0,1.0,0.0
Men,0,0.0,0.0,0.0,Alex Garland,Alex Garland,Rory Kinnear,Drama,2022,0.0,1.0,0.0
DC League of Super-Pets,0,0.0,0.0,0.0,Sam Levine,John Whittington,Vanessa Bayer,Action,2022,0.0,1.0,0.0
Top Gun: Maverick,PG-13,0.0,0.0,0.0,Joseph Kosinski,Eric Warren Singer,Tom Cruise,Action,2022,0.0,1.0,0.0
The Bob's Burgers Movie,PG-13,0.0,0.0,0.0,Loren Bouchard,Nora Smith,Kristen Schaal,Action,2022,0.0,1.0,0.0
Terror on the Prairie,0,0.0,0.0,0.0,Michael Polish,Josiah Nelson,Samaire Armstrong,Biography,1970,0.0,1.0,0.0
